"Path","Line","LineNumber"
"C:\Users\elric\omega-project\gateway\src\hardening\hardening_checks.ts","    checkName: 'No console.log in production',","372"
"C:\Users\elric\omega-project\omega-ui\scripts\run_first_cycle.ts","  console.log(`[${ts}] ${msg}`);","24"
"C:\Users\elric\omega-project\omega-ui\scripts\run_first_cycle.ts","    console.error('Usage: npx tsx scripts/run_first_cycle.ts <workspace_path>');","213"
"C:\Users\elric\omega-project\omega-ui\scripts\run_first_cycle.ts","    console.error('Fatal error:', error);","225"
"C:\Users\elric\omega-project\omega-ui-bootstrap\omega-ui\scripts\run_first_cycle.ts","  console.log(`[${ts}] ${msg}`);","24"
"C:\Users\elric\omega-project\omega-ui-bootstrap\omega-ui\scripts\run_first_cycle.ts","    console.error('Usage: npx tsx scripts/run_first_cycle.ts <workspace_path>');","213"
"C:\Users\elric\omega-project\omega-ui-bootstrap\omega-ui\scripts\run_first_cycle.ts","    console.error('Fatal error:', error);","225"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","  console.log('OMEGA Phase 7 ? Trunk Renderer');","179"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","  console.log('==============================');","180"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","  console.log('\n[1/5] Loading render profile...');","183"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","  console.log(`  Profile: ${params.profileId} v${params.profileVersion}`);","186"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","  console.log('\n[2/5] Loading trunk signature...');","189"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","  console.log(`  Signature: ${signature.id}`);","221"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","  console.log('\n[3/5] Rendering SVG...');","224"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","  console.log(`  SVG hash: ${svgResult.hash.substring(0, 16)}...`);","227"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","  console.log('\n[4/5] Exporting PNG...');","230"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","  console.log(`  PNG hash: ${pngResult.hash.substring(0, 16)}...`);","232"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","  console.log('\n[5/5] Saving artifacts...');","235"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","  console.log('\n? Render complete!');","317"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","  console.log(`  SVG: ${svgPath}`);","318"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","  console.log(`  PNG: ${pngPath}`);","319"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","  console.log(`  PNG SHA256: ${pngResult.hash}`);","320"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","  console.log(`  Report: ${reportPath}`);","321"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","      console.error('ERROR:', err.message);","333"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","      console.log('? Profile is valid');","342"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","      console.error('? Profile validation failed:', (err as Error).message);","344"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","    console.log('Usage: node cli.js <command>');","350"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","    console.log('');","351"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","    console.log('Commands:');","352"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","    console.log('  render           Render trunk signature to SVG/PNG');","353"
"C:\Users\elric\omega-project\omega-v44-phase7\phase7_verification\src\cli.ts","    console.log('  validate-profile Validate render profile');","354"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","  console.log('OMEGA Phase 7 ? Trunk Renderer');","179"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","  console.log('==============================');","180"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","  console.log('\n[1/5] Loading render profile...');","183"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","  console.log(`  Profile: ${params.profileId} v${params.profileVersion}`);","186"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","  console.log('\n[2/5] Loading trunk signature...');","189"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","  console.log(`  Signature: ${signature.id}`);","221"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","  console.log('\n[3/5] Rendering SVG...');","224"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","  console.log(`  SVG hash: ${svgResult.hash.substring(0, 16)}...`);","227"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","  console.log('\n[4/5] Exporting PNG...');","230"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","  console.log(`  PNG hash: ${pngResult.hash.substring(0, 16)}...`);","232"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","  console.log('\n[5/5] Saving artifacts...');","235"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","  console.log('\n? Render complete!');","317"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","  console.log(`  SVG: ${svgPath}`);","318"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","  console.log(`  PNG: ${pngPath}`);","319"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","  console.log(`  PNG SHA256: ${pngResult.hash}`);","320"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","  console.log(`  Report: ${reportPath}`);","321"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","      console.error('ERROR:', err.message);","333"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","      console.log('? Profile is valid');","342"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","      console.error('? Profile validation failed:', (err as Error).message);","344"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","    console.log('Usage: node cli.js <command>');","350"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","    console.log('');","351"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","    console.log('Commands:');","352"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","    console.log('  render           Render trunk signature to SVG/PNG');","353"
"C:\Users\elric\omega-project\omega-v44-phase7\proof_pack\src\cli.ts","    console.log('  validate-profile Validate render profile');","354"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","  console.log('OMEGA Phase 7 ? Trunk Renderer');","179"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","  console.log('==============================');","180"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","  console.log('\n[1/5] Loading render profile...');","183"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","  console.log(`  Profile: ${params.profileId} v${params.profileVersion}`);","186"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","  console.log('\n[2/5] Loading trunk signature...');","189"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","  console.log(`  Signature: ${signature.id}`);","221"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","  console.log('\n[3/5] Rendering SVG...');","224"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","  console.log(`  SVG hash: ${svgResult.hash.substring(0, 16)}...`);","227"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","  console.log('\n[4/5] Exporting PNG...');","230"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","  console.log(`  PNG hash: ${pngResult.hash.substring(0, 16)}...`);","232"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","  console.log('\n[5/5] Saving artifacts...');","235"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","  console.log('\n? Render complete!');","317"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","  console.log(`  SVG: ${svgPath}`);","318"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","  console.log(`  PNG: ${pngPath}`);","319"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","  console.log(`  PNG SHA256: ${pngResult.hash}`);","320"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","  console.log(`  Report: ${reportPath}`);","321"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","      console.error('ERROR:', err.message);","333"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","      console.log('? Profile is valid');","342"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","      console.error('? Profile validation failed:', (err as Error).message);","344"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","    console.log('Usage: node cli.js <command>');","350"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","    console.log('');","351"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","    console.log('Commands:');","352"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","    console.log('  render           Render trunk signature to SVG/PNG');","353"
"C:\Users\elric\omega-project\omega-v44-phase7\src\cli.ts","    console.log('  validate-profile Validate render profile');","354"
"C:\Users\elric\omega-project\OMEGA_PHASE13A\observability\forensic_logger.ts","      console.log(output);","373"
"C:\Users\elric\omega-project\OMEGA_PHASE20_1_MEMORY_HOOK\src\memory-hook.ts","      console.log(`[MemoryHook] Received ${signal}, saving state...`);","276"
"C:\Users\elric\omega-project\packages\gold-cli\src\output.ts","    console.log(`[INFO] ${message}`);","19"
"C:\Users\elric\omega-project\packages\gold-cli\src\output.ts","    console.log(`[OK] ${message}`);","23"
"C:\Users\elric\omega-project\packages\gold-cli\src\output.ts","    console.warn(`[WARN] ${message}`);","27"
"C:\Users\elric\omega-project\packages\gold-cli\src\output.ts","    console.error(`[ERROR] ${message}`);","31"
"C:\Users\elric\omega-project\packages\gold-cli\src\output.ts","    console.log(content);","39"
"C:\Users\elric\omega-project\packages\hardening\src\sanitize.ts"," *   console.log('Sanitized:', strict.modifications);","38"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\bio_engine.ts","    console.error(""FAIL: DecayFactor(0) should be 1:"", df0);","371"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\bio_engine.ts","    console.error(""FAIL: DecayFactor should decrease with streak"");","377"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\bio_engine.ts","    console.error(""FAIL: Relief should be higher at low O?"");","385"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\bio_engine.ts","    console.error(""FAIL: Histogram should sum to 1:"", histSum);","393"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\bio_engine.ts","    console.error(""FAIL: Stats min/max incorrect"");","400"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\bio_engine.ts","    console.error(""FAIL: Should have 1 hypoxia event:"", stats.hypoxiaEvents);","404"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\canonical_json.ts","      console.error(`FAIL: canonicalStringify(${JSON.stringify(test.input)})`);","192"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\canonical_json.ts","      console.error(`  Expected: ${test.expected}`);","193"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\canonical_json.ts","      console.error(`  Got: ${result}`);","194"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\canonical_json.ts","      console.error(""FAIL: Determinism test failed at iteration"", i);","209"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\dna_builder.ts","    console.error(""FAIL: Invalid rootHash:"", dna.rootHash);","433"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\dna_builder.ts","    console.error(""FAIL: Wrong node count:"", dna.nodes.length);","438"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\dna_builder.ts","    console.error(""FAIL: Wrong version:"", dna.version);","443"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\dna_builder.ts","    console.error(""FAIL: Wrong profile:"", dna.profile);","448"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\dna_builder.ts","    console.error(""FAIL: Determinism check failed"");","454"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\dna_builder.ts","    console.error(""FAIL: Missing fingerprint"");","460"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\dna_builder.ts","    console.error(""FAIL: Distribution sum != 1:"", distSum);","468"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\dna_builder.ts","    console.error(""FAIL: Different seeds should produce different hashes"");","475"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\emotion_field.ts","    console.error(""FAIL: Normalization sum != 1:"", total);","438"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\emotion_field.ts","    console.error(""FAIL: Max entropy should be ~1:"", maxEntropy);","446"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\emotion_field.ts","    console.error(""FAIL: Min entropy should be ~0:"", minEntropy);","456"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\emotion_field.ts","    console.error(""FAIL: Dominant should be joy:"", dominant);","466"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\emotion_field.ts","    console.error(""FAIL: Decay should reduce intensity"");","481"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\emotion_field.ts","    console.error(""FAIL: Decay should not go below baseline"");","485"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\emotion_field.ts","    console.error(""FAIL: Stimulation should increase intensity"");","492"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\fingerprint.ts","    console.error(""FAIL: Identical vectors should have similarity 1:"", sim1);","370"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\fingerprint.ts","    console.error(""FAIL: Orthogonal vectors should have similarity 0:"", sim2);","376"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\fingerprint.ts","    console.error(""FAIL: Similarity should be symmetric"");","386"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\fingerprint.ts","    console.error(""FAIL: Top emotions incorrect:"", top);","398"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\fingerprint.ts","    console.error(""FAIL: Fragrance classification failed"");","426"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\gematria.ts","      console.error(`FAIL: computeGematria(""${test.word}"")`);","197"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\gematria.ts","      console.error(`  Expected: ${test.expected}`);","198"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\gematria.ts","      console.error(`  Got: ${result}`);","199"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\gematria.ts","      console.error(""FAIL: Determinism test failed"");","208"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\gematria.ts","    console.error(""FAIL: computeBranchWeight returned invalid value:"", bw);","216"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\index.ts","    console.error(""CRASH: canonical_json"", error);","210"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\index.ts","    console.error(""CRASH: gematria"", error);","218"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\index.ts","    console.error(""CRASH: emotion_field"", error);","226"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\index.ts","    console.error(""CRASH: bio_engine"", error);","234"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\index.ts","    console.error(""CRASH: morpho_engine"", error);","242"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\index.ts","    console.error(""CRASH: fingerprint"", error);","250"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\index.ts","    console.error(""CRASH: merkle"", error);","258"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\index.ts","    console.error(""CRASH: dna_builder"", error);","266"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\merkle.ts","    console.error(""FAIL: Node hash not deterministic"");","327"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\merkle.ts","    console.error(""FAIL: Merkle root not deterministic"");","335"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\merkle.ts","    console.error(""FAIL: Merkle root not 64 hex chars:"", root1);","341"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\merkle.ts","    console.error(""FAIL: Could not generate proof"");","348"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\merkle.ts","    console.error(""FAIL: Proof verification failed"");","352"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\merkle.ts","    console.error(""FAIL: Integrity check failed:"", integrity.corrupted);","359"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\merkle.ts","    console.error(""FAIL: Corruption not detected"");","368"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\merkle.ts","    console.error(""FAIL: Empty tree hash invalid"");","375"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\morpho_engine.ts","    console.error(""FAIL: HSL Hue out of bounds:"", hsl.h);","397"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\morpho_engine.ts","    console.error(""FAIL: HSL Saturation out of bounds:"", hsl.s);","401"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\morpho_engine.ts","    console.error(""FAIL: HSL Lightness out of bounds:"", hsl.l);","405"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\morpho_engine.ts","    console.error(""FAIL: Direction not normalized:"", dir);","421"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\morpho_engine.ts","    console.error(""FAIL: Direction not deterministic"");","428"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\morpho_engine.ts","    console.error(""FAIL: L-System iteration 1:"", ls1);","435"
"C:\Users\elric\omega-project\packages\mycelium-bio\src\morpho_engine.ts","    console.error(""FAIL: Hue histogram sum != 1:"", histSum);","443"
"C:\Users\elric\omega-project\packages\omega-aggregate-dna\src\merkle.ts","    console.error(""FAIL: empty tree root length"");","225"
"C:\Users\elric\omega-project\packages\omega-aggregate-dna\src\merkle.ts","    console.error(""FAIL: single leaf root length"");","232"
"C:\Users\elric\omega-project\packages\omega-aggregate-dna\src\merkle.ts","    console.error(""FAIL: merkle not deterministic"");","241"
"C:\Users\elric\omega-project\packages\omega-aggregate-dna\src\merkle.ts","    console.error(""FAIL: merkle should be order-sensitive"");","248"
"C:\Users\elric\omega-project\packages\omega-aggregate-dna\src\merkle.ts","    console.error(""FAIL: merkle proof verification"");","255"
"C:\Users\elric\omega-project\packages\omega-aggregate-dna\src\merkle.ts","    console.error(""FAIL: should reject wrong leaf value"");","261"
"C:\Users\elric\omega-project\packages\omega-segment-engine\src\canonical.ts","    console.error(""FAIL: key order not stable"");","123"
"C:\Users\elric\omega-project\packages\omega-segment-engine\src\canonical.ts","    console.error(""FAIL: hash not deterministic"");","131"
"C:\Users\elric\omega-project\packages\omega-segment-engine\src\canonical.ts","    console.error(""FAIL: shortHash length wrong"");","138"
"C:\Users\elric\omega-project\packages\omega-segment-engine\src\canonical.ts","    console.error(""FAIL: NaN should throw"");","145"
"C:\Users\elric\omega-project\packages\omega-segment-engine\src\canonical.ts","    console.error(""FAIL: Infinity should throw"");","154"
"C:\Users\elric\omega-project\packages\omega-segment-engine\src\normalizer.ts","    console.error(""FAIL: CRLF normalization"");","146"
"C:\Users\elric\omega-project\packages\omega-segment-engine\src\normalizer.ts","    console.error(""FAIL: preserve mode"");","153"
"C:\Users\elric\omega-project\packages\omega-segment-engine\src\normalizer.ts","    console.error(""FAIL: ellipsis normalization"");","160"
"C:\Users\elric\omega-project\packages\omega-segment-engine\src\normalizer.ts","    console.error(""FAIL: basic word count"");","166"
"C:\Users\elric\omega-project\packages\omega-segment-engine\src\normalizer.ts","    console.error(""FAIL: FR word count (apostrophe)"");","172"
"C:\Users\elric\omega-project\packages\omega-segment-engine\src\normalizer.ts","    console.error(""FAIL: empty word count"");","178"
"C:\Users\elric\omega-project\packages\omega-segment-engine\src\normalizer.ts","    console.error(""FAIL: line count"");","184"
"C:\Users\elric\omega-project\packages\omega-segment-engine\src\normalizer.ts","    console.error(""FAIL: empty line count"");","190"
"C:\Users\elric\omega-project\packages\omega-segment-engine\src\normalizer.ts","    console.error(""FAIL: trimSpan"", span);","197"
"C:\Users\elric\omega-project\packages\orchestrator-core\src\core\DeterminismGuard.ts","   *   console.error('Differences:', report.differences);","134"
"C:\Users\elric\omega-project\packages\orchestrator-core\src\core\Plan.ts"," *   console.error('Plan errors:', result.errors);","128"
"C:\Users\elric\omega-project\packages\search\src\import.ts"," * console.log(`Imported ${csvResult.successful}/${csvResult.totalParsed}`);","107"
"C:\Users\elric\omega-project\packages\search\src\index-manager.ts"," * console.log(manager.getDocumentCount()); // 2","116"
"C:\Users\elric\omega-project\packages\search\src\index-manager.ts"," * console.log(manager.hasDocument('doc1')); // true","117"
"C:\Users\elric\omega-project\packages\search\src\query-parser.ts"," *   console.warn('Parse warnings:', result.errors);","293"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","  console.log(""???????????????????????????????????????????????????????????????????????????????"");","179"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","  console.log(""PHASE 5.2 PERFORMANCE BENCHMARK"");","180"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","  console.log(""???????????????????????????????????????????????????????????????????????????????"");","181"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","  console.log(`Date: ${new Date().toISOString()}`);","182"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","  console.log(`Node: ${process.version}`);","183"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","  console.log(`Platform: ${process.platform}`);","184"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","  console.log("""");","185"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","  console.log(""Running benchmarks..."");","187"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","  console.log("""");","188"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","  console.log(""| Benchmark                           |  Iters |   Mean (ms) |    P95 (ms) |    Min (ms) |    Max (ms) |"");","192"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","  console.log(""|-------------------------------------|--------|-------------|-------------|-------------|-------------|"");","193"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","    console.log(formatResult(result));","196"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","  console.log("""");","199"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","  console.log(""???????????????????????????????????????????????????????????????????????????????"");","200"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","  console.log(""\n## RAW DATA (for PERF_BASELINE.md)\n"");","203"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","    console.log(`- ${result.name}: mean=${result.meanMs.toFixed(4)}ms, p95=${result.p95Ms.toFixed(4)}ms`);","205"
"C:\Users\elric\omega-project\packages\search\benchmark.ts","main().catch(console.error);","209"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log(`?? Analyzing profile: ${profilePath}\n`);","42"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","    console.error(`Error: File not found: ${profilePath}`);","45"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log(`Profile Duration: ${(totalTime / 1000000).toFixed(2)}s`);","56"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log(`Total Samples: ${totalSamples}`);","57"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('');","58"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('?'.repeat(80));","100"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('TOP FUNCTIONS BY SELF TIME');","101"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('?'.repeat(80));","102"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('');","103"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log(","104"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('|' + '-'.repeat(39) + '|' + '-'.repeat(14) + '|' + '-'.repeat(11) + '|');","110"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","    console.log(","121"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('');","126"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log(`Top 20 functions account for ${cumulativePercent.toFixed(1)}% of CPU time`);","127"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('');","128"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","    console.log('??  BOTTLENECKS DETECTED (>15% CPU):');","136"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","      console.log(`   - ${b.name}: ${percent.toFixed(1)}%`);","139"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","    console.log('');","141"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","    console.log('? Phase B.4 (Optimizations) MAY BE REQUIRED');","142"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","    console.log('? No bottlenecks detected (all functions <15% CPU)');","144"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","    console.log('');","145"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","    console.log('? Phase B.4 (Optimizations) NOT REQUIRED');","146"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('');","149"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('?'.repeat(80));","150"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('For detailed analysis, use Chrome DevTools:');","151"
